"ID","ID2","color","z","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","quality2","quality3"
1265,1264,"red",0,8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,"6","1","2"
1266,1265,"red",0,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,"6","1","2"
1267,1266,"red",0,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,"6","1","2"
1268,1267,"red",0,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,"6","1","2"
1269,1268,"red",0,6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,"6","1","2"
1271,1270,"red",0,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,"6","1","2"
1272,1271,"red",0,7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,"6","1","2"
1275,1274,"red",0,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,"6","1","2"
1276,1275,"red",0,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,"6","1","2"
1278,1277,"red",0,7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,"6","1","2"
1279,1278,"red",0,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,"6","1","2"
1280,1279,"red",0,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,"7","1","2"
1281,1280,"red",0,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,"6","1","2"
1282,1281,"red",0,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,"6","1","2"
1283,1282,"red",0,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,"6","1","2"
1284,1283,"red",0,8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,"6","1","2"
1287,1286,"red",0,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,"6","1","2"
1292,1291,"red",0,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,"6","1","2"
1293,1292,"red",0,5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,"6","1","2"
1295,1294,"red",0,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,"6","1","2"
1298,1297,"red",0,7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,"6","1","2"
1299,1298,"red",0,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,"6","1","2"
1301,1300,"red",0,5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,"6","1","2"
1302,1301,"red",0,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,"6","1","2"
1303,1302,"red",0,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,"6","1","2"
1312,1311,"red",0,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,"6","1","2"
1314,1313,"red",0,7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,"6","1","2"
1315,1314,"red",0,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,"6","1","2"
1316,1315,"red",0,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,"6","1","2"
1317,1316,"red",0,5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,"6","1","2"
1318,1317,"red",0,9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,"6","1","2"
1319,1318,"red",0,7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,"6","1","2"
1320,1319,"red",0,9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,"6","1","2"
1322,1321,"red",0,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,"6","1","2"
1324,1323,"red",0,9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,"7","1","2"
1325,1324,"red",0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"6","1","2"
1326,1325,"red",0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"6","1","2"
1327,1326,"red",0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"6","1","2"
1328,1327,"red",0,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"6","1","2"
1330,1329,"red",0,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,"6","1","2"
1331,1330,"red",0,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,"6","1","2"
1333,1332,"red",0,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,"6","1","2"
1336,1335,"red",0,6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,"6","1","2"
1340,1339,"red",0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,"6","1","2"
1341,1340,"red",0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,"6","1","2"
1342,1341,"red",0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,"6","1","2"
1343,1342,"red",0,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,"6","1","2"
1344,1343,"red",0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,"6","1","2"
1346,1345,"red",0,8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,"6","1","2"
1352,1351,"red",0,7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,"6","1","2"
1358,1357,"red",0,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,"6","1","2"
1360,1359,"red",0,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,"6","1","2"
1363,1362,"red",0,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,"6","1","2"
1365,1364,"red",0,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,"6","1","2"
1368,1367,"red",0,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,"6","1","2"
1369,1368,"red",0,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,"6","1","2"
1372,1371,"red",0,7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,"6","1","2"
1378,1377,"red",0,5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,"6","1","2"
1379,1378,"red",0,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,"6","1","2"
1380,1379,"red",0,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,"6","1","2"
1381,1380,"red",0,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,"6","1","2"
1391,1390,"red",0,6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,"6","1","2"
1396,1395,"red",0,8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,"6","1","2"
1399,1398,"red",0,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,"7","1","2"
1400,1399,"red",0,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,"6","1","2"
1403,1402,"red",0,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,"6","1","2"
1405,1404,"red",0,8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,"6","1","2"
1406,1405,"red",0,7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,"7","1","2"
1407,1406,"red",0,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,"6","1","2"
1408,1407,"red",0,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,"6","1","2"
1409,1408,"red",0,8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,"7","1","2"
1410,1409,"red",0,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,"6","1","2"
1411,1410,"red",0,6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,"6","1","2"
1412,1411,"red",0,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,"6","1","2"
1413,1412,"red",0,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,"6","1","2"
1418,1417,"red",0,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,"7","1","2"
1423,1422,"red",0,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,"6","1","2"
1425,1424,"red",0,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,"6","1","2"
1426,1425,"red",0,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,"6","1","2"
1427,1426,"red",0,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,"6","1","2"
1432,1431,"red",0,7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,"6","1","2"
1433,1432,"red",0,5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,"6","1","2"
1434,1433,"red",0,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,"7","1","2"
1435,1434,"red",0,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,"6","1","2"
1436,1435,"red",0,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,"6","1","2"
1440,1439,"red",0,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,"6","1","2"
1441,1440,"red",0,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,"7","1","2"
1442,1441,"red",0,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,"6","1","2"
1445,1444,"red",0,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,"6","1","2"
1446,1445,"red",0,7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,"6","1","2"
1451,1450,"red",0,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,"7","1","2"
1452,1451,"red",0,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,"7","1","2"
1453,1452,"red",0,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,"7","1","2"
1455,1454,"red",0,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,"6","1","2"
1456,1455,"red",0,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,"6","1","2"
1457,1456,"red",0,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,"6","1","2"
1460,1459,"red",0,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,"7","1","2"
1461,1460,"red",0,6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,"6","1","2"
1463,1462,"red",0,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,"6","1","2"
1464,1463,"red",0,6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,"6","1","2"
1467,1466,"red",0,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,"7","1","2"
1469,1468,"red",0,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,"7","1","2"
1473,1472,"red",0,7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,"6","1","2"
1476,1475,"red",0,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,"7","1","2"
1478,1477,"red",0,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,"7","1","2"
1490,1489,"red",0,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,"6","1","2"
1491,1490,"red",0,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,"6","1","2"
1495,1494,"red",0,6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,"7","1","2"
1496,1495,"red",0,7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,"6","1","2"
1498,1497,"red",0,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,"6","1","2"
1499,1498,"red",0,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,"6","1","2"
1500,1499,"red",0,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,"6","1","2"
1504,1503,"red",0,6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,"6","1","2"
1505,1504,"red",0,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,"6","1","2"
1507,1506,"red",0,6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,"6","1","2"
1508,1507,"red",0,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,"6","1","2"
1509,1508,"red",0,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,"6","1","2"
1511,1510,"red",0,6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,"6","1","2"
1513,1512,"red",0,6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,"6","1","2"
1514,1513,"red",0,6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,"6","1","2"
1515,1514,"red",0,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,"6","1","2"
1516,1515,"red",0,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,"6","1","2"
1518,1517,"red",0,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,"6","1","2"
1521,1520,"red",0,6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,"6","1","2"
1525,1524,"red",0,6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,"6","1","2"
1527,1526,"red",0,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,"6","1","2"
1528,1527,"red",0,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,"6","1","2"
1529,1528,"red",0,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,"6","1","2"
1530,1529,"red",0,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,"6","1","2"
1531,1530,"red",0,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,"6","1","2"
1533,1532,"red",0,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,"6","1","2"
1535,1534,"red",0,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,"7","1","2"
1536,1535,"red",0,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,"6","1","2"
1537,1536,"red",0,6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,"6","1","2"
1538,1537,"red",0,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,"6","1","2"
1541,1540,"red",0,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,"6","1","2"
1542,1541,"red",0,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,"7","1","2"
1543,1542,"red",0,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,"6","1","2"
1544,1543,"red",0,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,"6","1","2"
1545,1544,"red",0,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,"7","1","2"
1546,1545,"red",0,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,"6","1","2"
1553,1552,"red",0,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,"6","1","2"
1555,1554,"red",0,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,"6","1","2"
1556,1555,"red",0,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,"7","1","2"
1558,1557,"red",0,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,"6","1","2"
1566,1565,"red",0,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,"6","1","2"
1567,1566,"red",0,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,"6","1","2"
1570,1569,"red",0,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,"6","1","2"
1571,1570,"red",0,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,"6","1","2"
1572,1571,"red",0,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,"6","1","2"
1574,1573,"red",0,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,"6","1","2"
1575,1574,"red",0,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,"6","1","2"
1576,1575,"red",0,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,"6","1","2"
1577,1576,"red",0,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,"6","1","2"
1578,1577,"red",0,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,"6","1","2"
1579,1578,"red",0,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,"6","1","2"
1581,1580,"red",0,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,"6","1","2"
1585,1584,"red",0,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,"7","1","2"
1586,1585,"red",0,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,"6","1","2"
1587,1586,"red",0,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,"6","1","2"
1588,1587,"red",0,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,"6","1","2"
1589,1588,"red",0,7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,"6","1","2"
1591,1590,"red",0,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,"6","1","2"
1592,1591,"red",0,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,"6","1","2"
1593,1592,"red",0,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,"6","1","2"
1594,1593,"red",0,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,"6","1","2"
1596,1595,"red",0,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,"6","1","2"
1597,1596,"red",0,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,"6","1","2"
1599,1598,"red",0,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,"6","1","2"
268,267,"red",0,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,"8","1","3"
279,278,"red",0,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,"8","1","3"
391,390,"red",0,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,"8","1","3"
441,440,"red",0,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,"8","1","3"
456,455,"red",0,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,"8","1","3"
482,481,"red",0,9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,"8","1","3"
496,495,"red",0,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,"8","1","3"
499,498,"red",0,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,"8","1","3"
589,588,"red",0,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,"8","1","3"
829,828,"red",0,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,"8","1","3"
1062,1061,"red",0,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,"8","1","3"
1091,1090,"red",0,10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,"8","1","3"
1121,1120,"red",0,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,"8","1","3"
1203,1202,"red",0,8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,"8","1","3"
1270,1269,"red",0,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,"8","1","3"
1404,1403,"red",0,7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,"8","1","3"
1450,1449,"red",0,7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,"8","1","3"
1550,1549,"red",0,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,"8","1","3"
11,10,"white",1,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,"5","0","1"
12,11,"white",1,8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,"5","0","1"
13,12,"white",1,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,"5","0","1"
15,14,"white",1,8.3,0.42,0.62,19.25,0.04,41,172,1.0002,2.98,0.67,9.7,"5","0","1"
20,19,"white",1,6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,"5","0","1"
24,23,"white",1,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,"5","0","1"
35,34,"white",1,5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,"5","0","1"
36,35,"white",1,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,"5","0","1"
37,36,"white",1,6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,"5","0","1"
39,38,"white",1,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,"5","0","1"
40,39,"white",1,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,"5","0","1"
47,46,"white",1,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,"4","0","1"
48,47,"white",1,6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,"5","0","1"
50,49,"white",1,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,"5","0","1"
63,62,"white",1,7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,"5","0","1"
66,65,"white",1,6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,"5","0","1"
68,67,"white",1,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,"5","0","1"
70,69,"white",1,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,"5","0","1"
72,71,"white",1,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,"5","0","1"
73,72,"white",1,6,0.27,0.28,4.8,0.063,31,201,0.9964,3.69,0.71,10,"5","0","1"
76,75,"white",1,7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,"5","0","1"
79,78,"white",1,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,"5","0","1"
80,79,"white",1,6.7,0.54,0.28,5.4,0.06,21,105,0.9949,3.27,0.37,9,"5","0","1"
83,82,"white",1,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,"5","0","1"
85,84,"white",1,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,"5","0","1"
89,88,"white",1,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,"5","0","1"
92,91,"white",1,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,"5","0","1"
99,98,"white",1,9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,"4","0","1"
101,100,"white",1,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,"5","0","1"
102,101,"white",1,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,"5","0","1"
103,102,"white",1,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,"5","0","1"
104,103,"white",1,7.5,0.305,0.4,18.9,0.059,44,170,1,2.99,0.46,9,"5","0","1"
105,104,"white",1,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,"5","0","1"
107,106,"white",1,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,"5","0","1"
110,109,"white",1,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,"5","0","1"
112,111,"white",1,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9,"5","0","1"
113,112,"white",1,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,"5","0","1"
114,113,"white",1,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,"5","0","1"
115,114,"white",1,6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,"5","0","1"
116,115,"white",1,5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,"4","0","1"
119,118,"white",1,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,"5","0","1"
120,119,"white",1,7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2,"5","0","1"
121,120,"white",1,5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,"5","0","1"
122,121,"white",1,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,"5","0","1"
123,122,"white",1,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,"5","0","1"
127,126,"white",1,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,"5","0","1"
131,130,"white",1,5.7,0.26,0.25,10.4,0.02,7,57,0.994,3.39,0.37,10.6,"5","0","1"
133,132,"white",1,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,"5","0","1"
134,133,"white",1,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,"5","0","1"
